building_seed,K,sampling_attempt,constraint_pass,reproducibility_digest,total_available_rows,total_anomaly_rows,natural_anomaly_prevalence,site_distribution_json,primary_use_distribution_json,meter_presence_json,meter_row_share_json,anomaly_rate_bin_distribution_json,anomaly_bearing_meter_count_distribution_json,building_size_bin_distribution_json
49,50,8,True,bccdbf180ed11396429c6c90d8be3ce978dc7efc92e6cc9a08137505a953591c,702640,45204,0.0643345098485711,"{""counts"": {""0"": 4, ""1"": 2, ""10"": 1, ""12"": 1, ""13"": 5, ""14"": 4, ""15"": 4, ""2"": 5, ""3"": 9, ""4"": 3, ""5"": 3, ""6"": 2, ""7"": 1, ""8"": 2, ""9"": 4}, ""shares"": {""0"": 0.08, ""1"": 0.04, ""10"": 0.02, ""12"": 0.02, ""13"": 0.1, ""14"": 0.08, ""15"": 0.08, ""2"": 0.1, ""3"": 0.18, ""4"": 0.06, ""5"": 0.06, ""6"": 0.04, ""7"": 0.02, ""8"": 0.04, ""9"": 0.08}}","{""counts"": {""Education"": 15, ""Entertainment/public assembly"": 11, ""Lodging/residential"": 8, ""Office"": 9, ""Parking"": 1, ""Public services"": 5, ""Services"": 1}, ""shares"": {""Education"": 0.3, ""Entertainment/public assembly"": 0.22, ""Lodging/residential"": 0.16, ""Office"": 0.18, ""Parking"": 0.02, ""Public services"": 0.1, ""Services"": 0.02}}","{""counts"": {""0"": 49, ""1"": 13, ""2"": 14, ""3"": 6}, ""shares"": {""0"": 0.98, ""1"": 0.26, ""2"": 0.28, ""3"": 0.12}}","{""0"": 0.601806045770238, ""1"": 0.16215985426391893, ""2"": 0.16102983035409313, ""3"": 0.07500426961174997}","{""counts"": {""positive_high"": 9, ""positive_low"": 13, ""positive_mid"": 18, ""zero"": 10}, ""shares"": {""positive_high"": 0.18, ""positive_low"": 0.26, ""positive_mid"": 0.36, ""zero"": 0.2}}","{""counts"": {""0"": 10, ""1"": 26, ""2"": 4, ""3"": 10}, ""shares"": {""0"": 0.2, ""1"": 0.52, ""2"": 0.08, ""3"": 0.2}}","{""counts"": {""size_q1"": 12, ""size_q2"": 12, ""size_q3"": 15, ""size_q4"": 11}, ""shares"": {""size_q1"": 0.24, ""size_q2"": 0.24, ""size_q3"": 0.3, ""size_q4"": 0.22}}"
49,100,8,True,d61f8e91acd1ae575a6308717a083820207722eb5a5477a16b05e00a7f6344b5,1390807,94675,0.06807198985912495,"{""counts"": {""0"": 7, ""1"": 3, ""10"": 2, ""11"": 1, ""12"": 3, ""13"": 11, ""14"": 7, ""15"": 9, ""2"": 9, ""3"": 19, ""4"": 6, ""5"": 6, ""6"": 3, ""7"": 1, ""8"": 5, ""9"": 8}, ""shares"": {""0"": 0.07, ""1"": 0.03, ""10"": 0.02, ""11"": 0.01, ""12"": 0.03, ""13"": 0.11, ""14"": 0.07, ""15"": 0.09, ""2"": 0.09, ""3"": 0.19, ""4"": 0.06, ""5"": 0.06, ""6"": 0.03, ""7"": 0.01, ""8"": 0.05, ""9"": 0.08}}","{""counts"": {""Education"": 35, ""Entertainment/public assembly"": 15, ""Healthcare"": 1, ""Lodging/residential"": 14, ""Office"": 19, ""Other"": 2, ""Parking"": 1, ""Public services"": 11, ""Religious worship"": 1, ""Services"": 1}, ""shares"": {""Education"": 0.35, ""Entertainment/public assembly"": 0.15, ""Healthcare"": 0.01, ""Lodging/residential"": 0.14, ""Office"": 0.19, ""Other"": 0.02, ""Parking"": 0.01, ""Public services"": 0.11, ""Religious worship"": 0.01, ""Services"": 0.01}}","{""counts"": {""0"": 99, ""1"": 32, ""2"": 22, ""3"": 10}, ""shares"": {""0"": 0.99, ""1"": 0.32, ""2"": 0.22, ""3"": 0.1}}","{""0"": 0.6114989355101031, ""1"": 0.1981482693141464, ""2"": 0.1274375236822938, ""3"": 0.06291527149345667}","{""counts"": {""positive_high"": 22, ""positive_low"": 26, ""positive_mid"": 32, ""zero"": 20}, ""shares"": {""positive_high"": 0.22, ""positive_low"": 0.26, ""positive_mid"": 0.32, ""zero"": 0.2}}","{""counts"": {""0"": 20, ""1"": 50, ""2"": 11, ""3"": 19}, ""shares"": {""0"": 0.2, ""1"": 0.5, ""2"": 0.11, ""3"": 0.19}}","{""counts"": {""size_q1"": 25, ""size_q2"": 23, ""size_q3"": 29, ""size_q4"": 23}, ""shares"": {""size_q1"": 0.25, ""size_q2"": 0.23, ""size_q3"": 0.29, ""size_q4"": 0.23}}"
50,10,21,True,ba73f983b60ce68a3b1fea44b2e410d6ab2bc48c52d9e42181cf0f7b98c15f6d,155383,10804,0.06953141592066056,"{""counts"": {""0"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""2"": 1, ""3"": 2, ""4"": 1, ""5"": 1, ""9"": 1}, ""shares"": {""0"": 0.1, ""13"": 0.1, ""14"": 0.1, ""15"": 0.1, ""2"": 0.1, ""3"": 0.2, ""4"": 0.1, ""5"": 0.1, ""9"": 0.1}}","{""counts"": {""Education"": 3, ""Entertainment/public assembly"": 1, ""Lodging/residential"": 1, ""Office"": 2, ""Public services"": 2, ""Utility"": 1}, ""shares"": {""Education"": 0.3, ""Entertainment/public assembly"": 0.1, ""Lodging/residential"": 0.1, ""Office"": 0.2, ""Public services"": 0.2, ""Utility"": 0.1}}","{""counts"": {""0"": 10, ""1"": 4, ""2"": 2, ""3"": 2}, ""shares"": {""0"": 1.0, ""1"": 0.4, ""2"": 0.2, ""3"": 0.2}}","{""0"": 0.5564701415212733, ""1"": 0.22600284458402786, ""2"": 0.1044837594846283, ""3"": 0.1130432544100706}","{""counts"": {""positive_high"": 2, ""positive_low"": 4, ""positive_mid"": 3, ""zero"": 1}, ""shares"": {""positive_high"": 0.2, ""positive_low"": 0.4, ""positive_mid"": 0.3, ""zero"": 0.1}}","{""counts"": {""0"": 1, ""1"": 6, ""2"": 1, ""3"": 2}, ""shares"": {""0"": 0.1, ""1"": 0.6, ""2"": 0.1, ""3"": 0.2}}","{""counts"": {""size_q1"": 1, ""size_q2"": 3, ""size_q3"": 3, ""size_q4"": 3}, ""shares"": {""size_q1"": 0.1, ""size_q2"": 0.3, ""size_q3"": 0.3, ""size_q4"": 0.3}}"
50,20,21,True,0de8db4b899174eeeb9bbec3cc0c900c2af8ef894ce2d217c5c56f0af2ff9a9f,310344,27499,0.08860812517722269,"{""counts"": {""0"": 1, ""1"": 1, ""12"": 1, ""13"": 2, ""14"": 1, ""15"": 2, ""2"": 2, ""3"": 4, ""4"": 1, ""5"": 1, ""6"": 1, ""8"": 1, ""9"": 2}, ""shares"": {""0"": 0.05, ""1"": 0.05, ""12"": 0.05, ""13"": 0.1, ""14"": 0.05, ""15"": 0.1, ""2"": 0.1, ""3"": 0.2, ""4"": 0.05, ""5"": 0.05, ""6"": 0.05, ""8"": 0.05, ""9"": 0.1}}","{""counts"": {""Education"": 5, ""Entertainment/public assembly"": 2, ""Lodging/residential"": 2, ""Office"": 4, ""Public services"": 5, ""Retail"": 1, ""Utility"": 1}, ""shares"": {""Education"": 0.25, ""Entertainment/public assembly"": 0.1, ""Lodging/residential"": 0.1, ""Office"": 0.2, ""Public services"": 0.25, ""Retail"": 0.05, ""Utility"": 0.05}}","{""counts"": {""0"": 19, ""1"": 7, ""2"": 6, ""3"": 4}, ""shares"": {""0"": 0.95, ""1"": 0.35, ""2"": 0.3, ""3"": 0.2}}","{""0"": 0.527878741009976, ""1"": 0.1980125280334081, ""2"": 0.16091498466218132, ""3"": 0.11319374629443456}","{""counts"": {""positive_high"": 5, ""positive_low"": 6, ""positive_mid"": 6, ""zero"": 3}, ""shares"": {""positive_high"": 0.25, ""positive_low"": 0.3, ""positive_mid"": 0.3, ""zero"": 0.15}}","{""counts"": {""0"": 3, ""1"": 10, ""2"": 2, ""3"": 5}, ""shares"": {""0"": 0.15, ""1"": 0.5, ""2"": 0.1, ""3"": 0.25}}","{""counts"": {""size_q1"": 4, ""size_q2"": 4, ""size_q3"": 6, ""size_q4"": 6}, ""shares"": {""size_q1"": 0.2, ""size_q2"": 0.2, ""size_q3"": 0.3, ""size_q4"": 0.3}}"
50,50,21,True,968938f3ca78207f63542ca5472485d108bef9dd83c89c0bd0a2c6ce53850f7d,753845,56329,0.07472225722794473,"{""counts"": {""0"": 4, ""1"": 2, ""10"": 1, ""12"": 1, ""13"": 5, ""14"": 4, ""15"": 4, ""2"": 5, ""3"": 9, ""4"": 3, ""5"": 3, ""6"": 2, ""7"": 1, ""8"": 2, ""9"": 4}, ""shares"": {""0"": 0.08, ""1"": 0.04, ""10"": 0.02, ""12"": 0.02, ""13"": 0.1, ""14"": 0.08, ""15"": 0.08, ""2"": 0.1, ""3"": 0.18, ""4"": 0.06, ""5"": 0.06, ""6"": 0.04, ""7"": 0.02, ""8"": 0.04, ""9"": 0.08}}","{""counts"": {""Education"": 13, ""Entertainment/public assembly"": 6, ""Healthcare"": 1, ""Lodging/residential"": 5, ""Office"": 9, ""Other"": 2, ""Public services"": 10, ""Retail"": 3, ""Utility"": 1}, ""shares"": {""Education"": 0.26, ""Entertainment/public assembly"": 0.12, ""Healthcare"": 0.02, ""Lodging/residential"": 0.1, ""Office"": 0.18, ""Other"": 0.04, ""Public services"": 0.2, ""Retail"": 0.06, ""Utility"": 0.02}}","{""counts"": {""0"": 49, ""1"": 19, ""2"": 13, ""3"": 7}, ""shares"": {""0"": 0.98, ""1"": 0.38, ""2"": 0.26, ""3"": 0.14}}","{""0"": 0.5626421877176343, ""1"": 0.20975001492349224, ""2"": 0.14605389702127095, ""3"": 0.08155390033760256}","{""counts"": {""positive_high"": 13, ""positive_low"": 13, ""positive_mid"": 15, ""zero"": 9}, ""shares"": {""positive_high"": 0.26, ""positive_low"": 0.26, ""positive_mid"": 0.3, ""zero"": 0.18}}","{""counts"": {""0"": 9, ""1"": 23, ""2"": 7, ""3"": 11}, ""shares"": {""0"": 0.18, ""1"": 0.46, ""2"": 0.14, ""3"": 0.22}}","{""counts"": {""size_q1"": 9, ""size_q2"": 11, ""size_q3"": 16, ""size_q4"": 14}, ""shares"": {""size_q1"": 0.18, ""size_q2"": 0.22, ""size_q3"": 0.32, ""size_q4"": 0.28}}"
50,100,21,True,70ab2c83d5fb66c3143a2221a3753caff8f61fbd8d6d9cf7e2c9f710e1fce258,1428770,95740,0.06700868579267481,"{""counts"": {""0"": 7, ""1"": 3, ""10"": 2, ""11"": 1, ""12"": 3, ""13"": 11, ""14"": 7, ""15"": 9, ""2"": 9, ""3"": 19, ""4"": 6, ""5"": 6, ""6"": 3, ""7"": 1, ""8"": 5, ""9"": 8}, ""shares"": {""0"": 0.07, ""1"": 0.03, ""10"": 0.02, ""11"": 0.01, ""12"": 0.03, ""13"": 0.11, ""14"": 0.07, ""15"": 0.09, ""2"": 0.09, ""3"": 0.19, ""4"": 0.06, ""5"": 0.06, ""6"": 0.03, ""7"": 0.01, ""8"": 0.05, ""9"": 0.08}}","{""counts"": {""Education"": 31, ""Entertainment/public assembly"": 16, ""Healthcare"": 2, ""Lodging/residential"": 9, ""Manufacturing/industrial"": 1, ""Office"": 19, ""Other"": 2, ""Public services"": 14, ""Retail"": 3, ""Services"": 1, ""Utility"": 1, ""Warehouse/storage"": 1}, ""shares"": {""Education"": 0.31, ""Entertainment/public assembly"": 0.16, ""Healthcare"": 0.02, ""Lodging/residential"": 0.09, ""Manufacturing/industrial"": 0.01, ""Office"": 0.19, ""Other"": 0.02, ""Public services"": 0.14, ""Retail"": 0.03, ""Services"": 0.01, ""Utility"": 0.01, ""Warehouse/storage"": 0.01}}","{""counts"": {""0"": 99, ""1"": 36, ""2"": 23, ""3"": 10}, ""shares"": {""0"": 0.99, ""1"": 0.36, ""2"": 0.23, ""3"": 0.1}}","{""0"": 0.5932361401765155, ""1"": 0.21021438020115205, ""2"": 0.13508122370990433, ""3"": 0.061468255912428174}","{""counts"": {""positive_high"": 25, ""positive_low"": 29, ""positive_mid"": 27, ""zero"": 19}, ""shares"": {""positive_high"": 0.25, ""positive_low"": 0.29, ""positive_mid"": 0.27, ""zero"": 0.19}}","{""counts"": {""0"": 19, ""1"": 48, ""2"": 15, ""3"": 18}, ""shares"": {""0"": 0.19, ""1"": 0.48, ""2"": 0.15, ""3"": 0.18}}","{""counts"": {""size_q1"": 24, ""size_q2"": 19, ""size_q3"": 31, ""size_q4"": 26}, ""shares"": {""size_q1"": 0.24, ""size_q2"": 0.19, ""size_q3"": 0.31, ""size_q4"": 0.26}}"
51,10,3,True,797f377f4167bad7a236327db1eb9581c5a9d9bc72a97c8066a0360cadf303ca,163622,11351,0.06937331165735659,"{""counts"": {""0"": 1, ""13"": 1, ""14"": 1, ""15"": 1, ""2"": 1, ""3"": 2, ""4"": 1, ""5"": 1, ""9"": 1}, ""shares"": {""0"": 0.1, ""13"": 0.1, ""14"": 0.1, ""15"": 0.1, ""2"": 0.1, ""3"": 0.2, ""4"": 0.1, ""5"": 0.1, ""9"": 0.1}}","{""counts"": {""Education"": 4, ""Entertainment/public assembly"": 2, ""Lodging/residential"": 1, ""Office"": 2, ""Public services"": 1}, ""shares"": {""Education"": 0.4, ""Entertainment/public assembly"": 0.2, ""Lodging/residential"": 0.1, ""Office"": 0.2, ""Public services"": 0.1}}","{""counts"": {""0"": 10, ""1"": 5, ""2"": 2, ""3"": 2}, ""shares"": {""0"": 1.0, ""1"": 0.5, ""2"": 0.2, ""3"": 0.2}}","{""0"": 0.5284436078277982, ""1"": 0.2570253388908582, ""2"": 0.10729608487856156, ""3"": 0.10723496840278202}","{""counts"": {""positive_high"": 3, ""positive_mid"": 4, ""zero"": 3}, ""shares"": {""positive_high"": 0.3, ""positive_mid"": 0.4, ""zero"": 0.3}}","{""counts"": {""0"": 3, ""1"": 2, ""2"": 2, ""3"": 2, ""4"": 1}, ""shares"": {""0"": 0.3, ""1"": 0.2, ""2"": 0.2, ""3"": 0.2, ""4"": 0.1}}","{""counts"": {""size_q1"": 3, ""size_q2"": 1, ""size_q3"": 3, ""size_q4"": 3}, ""shares"": {""size_q1"": 0.3, ""size_q2"": 0.1, ""size_q3"": 0.3, ""size_q4"": 0.3}}"
51,20,3,True,d2256dbdbd6441351f41a892a4eae04ba9af8f2a7af7b0dcf0a3d583a508471d,277947,13799,0.04964615556203161,"{""counts"": {""0"": 1, ""1"": 1, ""12"": 1, ""13"": 2, ""14"": 1, ""15"": 2, ""2"": 2, ""3"": 4, ""4"": 1, ""5"": 1, ""6"": 1, ""8"": 1, ""9"": 2}, ""shares"": {""0"": 0.05, ""1"": 0.05, ""12"": 0.05, ""13"": 0.1, ""14"": 0.05, ""15"": 0.1, ""2"": 0.1, ""3"": 0.2, ""4"": 0.05, ""5"": 0.05, ""6"": 0.05, ""8"": 0.05, ""9"": 0.1}}","{""counts"": {""Education"": 9, ""Entertainment/public assembly"": 2, ""Lodging/residential"": 1, ""Office"": 4, ""Public services"": 3, ""Services"": 1}, ""shares"": {""Education"": 0.45, ""Entertainment/public assembly"": 0.1, ""Lodging/residential"": 0.05, ""Office"": 0.2, ""Public services"": 0.15, ""Services"": 0.05}}","{""counts"": {""0"": 19, ""1"": 7, ""2"": 4, ""3"": 3}, ""shares"": {""0"": 0.95, ""1"": 0.35, ""2"": 0.2, ""3"": 0.15}}","{""0"": 0.5743325166308685, ""1"": 0.20928810168845138, ""2"": 0.12164909137353525, ""3"": 0.09473029030714489}","{""counts"": {""positive_high"": 4, ""positive_low"": 5, ""positive_mid"": 6, ""zero"": 5}, ""shares"": {""positive_high"": 0.2, ""positive_low"": 0.25, ""positive_mid"": 0.3, ""zero"": 0.25}}","{""counts"": {""0"": 5, ""1"": 8, ""2"": 4, ""3"": 2, ""4"": 1}, ""shares"": {""0"": 0.25, ""1"": 0.4, ""2"": 0.2, ""3"": 0.1, ""4"": 0.05}}","{""counts"": {""size_q1"": 8, ""size_q2"": 3, ""size_q3"": 4, ""size_q4"": 5}, ""shares"": {""size_q1"": 0.4, ""size_q2"": 0.15, ""size_q3"": 0.2, ""size_q4"": 0.25}}"
51,50,3,True,d867c4fa4dfd6a276ec68211952ecddb7fe6cbf5a41ef1605ec9bae60d2ec80c,671779,39285,0.0584790533791619,"{""counts"": {""0"": 4, ""1"": 2, ""10"": 1, ""12"": 1, ""13"": 5, ""14"": 4, ""15"": 4, ""2"": 5, ""3"": 9, ""4"": 3, ""5"": 3, ""6"": 2, ""7"": 1, ""8"": 2, ""9"": 4}, ""shares"": {""0"": 0.08, ""1"": 0.04, ""10"": 0.02, ""12"": 0.02, ""13"": 0.1, ""14"": 0.08, ""15"": 0.08, ""2"": 0.1, ""3"": 0.18, ""4"": 0.06, ""5"": 0.06, ""6"": 0.04, ""7"": 0.02, ""8"": 0.04, ""9"": 0.08}}","{""counts"": {""Education"": 21, ""Entertainment/public assembly"": 6, ""Healthcare"": 1, ""Lodging/residential"": 3, ""Manufacturing/industrial"": 1, ""Office"": 10, ""Public services"": 6, ""Services"": 1, ""Warehouse/storage"": 1}, ""shares"": {""Education"": 0.42, ""Entertainment/public assembly"": 0.12, ""Healthcare"": 0.02, ""Lodging/residential"": 0.06, ""Manufacturing/industrial"": 0.02, ""Office"": 0.2, ""Public services"": 0.12, ""Services"": 0.02, ""Warehouse/storage"": 0.02}}","{""counts"": {""0"": 47, ""1"": 18, ""2"": 8, ""3"": 6}, ""shares"": {""0"": 0.94, ""1"": 0.36, ""2"": 0.16, ""3"": 0.12}}","{""0"": 0.5953967004029599, ""1"": 0.2238370059201017, ""2"": 0.10234466989888044, ""3"": 0.07842162377805796}","{""counts"": {""positive_high"": 12, ""positive_low"": 13, ""positive_mid"": 13, ""zero"": 12}, ""shares"": {""positive_high"": 0.24, ""positive_low"": 0.26, ""positive_mid"": 0.26, ""zero"": 0.24}}","{""counts"": {""0"": 12, ""1"": 21, ""2"": 9, ""3"": 7, ""4"": 1}, ""shares"": {""0"": 0.24, ""1"": 0.42, ""2"": 0.18, ""3"": 0.14, ""4"": 0.02}}","{""counts"": {""size_q1"": 19, ""size_q2"": 9, ""size_q3"": 11, ""size_q4"": 11}, ""shares"": {""size_q1"": 0.38, ""size_q2"": 0.18, ""size_q3"": 0.22, ""size_q4"": 0.22}}"
51,100,3,True,f1b28facfbdab05b9bb511ade60101a248cafe0bc86fad9791028676c6cb5ba4,1352459,97175,0.07185060693152251,"{""counts"": {""0"": 7, ""1"": 3, ""10"": 2, ""11"": 1, ""12"": 3, ""13"": 11, ""14"": 7, ""15"": 9, ""2"": 9, ""3"": 19, ""4"": 6, ""5"": 6, ""6"": 3, ""7"": 1, ""8"": 5, ""9"": 8}, ""shares"": {""0"": 0.07, ""1"": 0.03, ""10"": 0.02, ""11"": 0.01, ""12"": 0.03, ""13"": 0.11, ""14"": 0.07, ""15"": 0.09, ""2"": 0.09, ""3"": 0.19, ""4"": 0.06, ""5"": 0.06, ""6"": 0.03, ""7"": 0.01, ""8"": 0.05, ""9"": 0.08}}","{""counts"": {""Education"": 37, ""Entertainment/public assembly"": 13, ""Healthcare"": 1, ""Lodging/residential"": 9, ""Manufacturing/industrial"": 1, ""Office"": 19, ""Other"": 1, ""Parking"": 1, ""Public services"": 14, ""Retail"": 1, ""Services"": 2, ""Warehouse/storage"": 1}, ""shares"": {""Education"": 0.37, ""Entertainment/public assembly"": 0.13, ""Healthcare"": 0.01, ""Lodging/residential"": 0.09, ""Manufacturing/industrial"": 0.01, ""Office"": 0.19, ""Other"": 0.01, ""Parking"": 0.01, ""Public services"": 0.14, ""Retail"": 0.01, ""Services"": 0.02, ""Warehouse/storage"": 0.01}}","{""counts"": {""0"": 97, ""1"": 35, ""2"": 18, ""3"": 11}, ""shares"": {""0"": 0.97, ""1"": 0.35, ""2"": 0.18, ""3"": 0.11}}","{""0"": 0.6086528316200344, ""1"": 0.2122452510575182, ""2"": 0.10793007403551605, ""3"": 0.07117184328693144}","{""counts"": {""positive_high"": 28, ""positive_low"": 26, ""positive_mid"": 25, ""zero"": 21}, ""shares"": {""positive_high"": 0.28, ""positive_low"": 0.26, ""positive_mid"": 0.25, ""zero"": 0.21}}","{""counts"": {""0"": 21, ""1"": 48, ""2"": 18, ""3"": 11, ""4"": 2}, ""shares"": {""0"": 0.21, ""1"": 0.48, ""2"": 0.18, ""3"": 0.11, ""4"": 0.02}}","{""counts"": {""size_q1"": 31, ""size_q2"": 21, ""size_q3"": 25, ""size_q4"": 23}, ""shares"": {""size_q1"": 0.31, ""size_q2"": 0.21, ""size_q3"": 0.25, ""size_q4"": 0.23}}"
