building_seed,row_seed,role_seed,model_seed,position,building_id,site_id,sampling_attempt,site_draw_rank,site_candidate_count,site_tie_priority,tree_role,rows,anomalies,anomaly_rate,meter_0_rows,meter_0_anomalies,meter_0_present,meter_0_row_share,meter_0_anomaly_rate,meter_1_rows,meter_1_anomalies,meter_1_present,meter_1_row_share,meter_1_anomaly_rate,meter_2_rows,meter_2_anomalies,meter_2_present,meter_2_row_share,meter_2_anomaly_rate,meter_3_rows,meter_3_anomalies,meter_3_present,meter_3_row_share,meter_3_anomaly_rate,meter_count,anomaly_meter_count,zero_anomaly,anomaly_bin,size_bin,primary_use,meter_presence,first_included_K
50,42,,42,21,50,0,21,2,53,0,fit,13931,3379,0.2425525805756944,8784,3378,1,0.63053621419855,0.3845628415300546,5147,1,1,0.36946378580145,0.0001942879347192,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Other,"0,1",50
50,42,,42,22,1316,14,21,2,51,8,fit,8784,166,0.0188979963570127,8784,166,1,1.0,0.0188979963570127,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q3,Entertainment/public assembly,0,50
50,42,,42,23,1026,10,21,1,15,10,fit,8763,19,0.0021682072349651,8763,19,1,1.0,0.0021682072349651,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q1,Lodging/residential,0,50
50,42,,42,24,1158,13,21,3,77,13,fit,26352,1389,0.0527094717668488,8784,3,1,0.3333333333333333,0.0003415300546448,8784,383,1,0.3333333333333333,0.0436020036429872,8784,1003,1,0.3333333333333333,0.1141848816029143,0,0,0,0.0,0.0,3,3,0,positive_high,size_q4,Public services,"0,1,2",50
50,42,,42,25,324,3,21,5,137,15,early_stop,8782,0,0.0,8782,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Entertainment/public assembly,0,50
50,42,,42,26,730,5,21,2,45,5,fit,8784,223,0.0253870673952641,8784,223,1,1.0,0.0253870673952641,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q3,Education,0,50
50,42,,42,27,588,4,21,2,45,7,fit,8783,0,0.0,8783,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Education,0,50
50,42,,42,28,170,2,21,3,68,11,fit,17566,7,0.000398497096664,8783,7,1,0.5,0.000796994193328,8783,0,1,0.5,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,1,0,positive_low,size_q3,Retail,"0,1",50
50,42,,42,29,1434,15,21,3,62,1,fit,14879,2,0.0001344176355937,7407,2,1,0.4978157134216009,0.0002700148508167,0,0,0,0.0,0.0,7472,0,1,0.5021842865783991,0.0,0,0,0,0.0,0.0,2,1,0,positive_low,size_q3,Education,"0,2",50
50,42,,42,30,548,3,21,6,137,15,early_stop,8758,0,0.0,8758,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q1,Healthcare,0,50
50,42,,42,31,988,9,21,3,62,14,fit,8767,214,0.024409718261663,8767,214,1,1.0,0.024409718261663,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q1,Office,0,50
50,42,,42,32,834,8,21,2,35,12,fit,8399,336,0.0400047624717228,8399,336,1,1.0,0.0400047624717228,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q1,Public services,0,50
50,42,,42,33,1150,13,21,4,77,13,fit,26352,9,0.0003415300546448,8784,3,1,0.3333333333333333,0.0003415300546448,8784,3,1,0.3333333333333333,0.0003415300546448,8784,3,1,0.3333333333333333,0.0003415300546448,0,0,0,0.0,0.0,3,3,0,positive_low,size_q4,Office,"0,1,2",50
50,42,,42,34,46,0,21,3,53,0,fit,8784,3378,0.3845628415300546,8784,3378,1,1.0,0.3845628415300546,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Retail,0,50
50,42,,42,35,476,3,21,7,137,15,early_stop,8758,110,0.0125599451929664,8758,110,1,1.0,0.0125599451929664,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q1,Entertainment/public assembly,0,50
50,42,,42,36,1228,14,21,3,51,8,fit,26352,1768,0.0670916818457802,8784,302,1,0.3333333333333333,0.0343806921675774,8784,1175,1,0.3333333333333333,0.1337659380692167,0,0,0,0.0,0.0,8784,291,1,0.3333333333333333,0.0331284153005464,3,3,0,positive_high,size_q4,Office,"0,1,3",50
50,42,,42,37,198,2,21,4,68,11,fit,17562,245,0.013950575105341,8781,26,1,0.5,0.002960938389705,8781,219,1,0.5,0.0249402118209771,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_mid,size_q3,Office,"0,1",50
50,42,,42,38,802,7,21,1,7,3,fit,26343,5657,0.2147439547507877,8781,5645,1,0.3333333333333333,0.6428652773032684,8781,12,1,0.3333333333333333,0.0013665869490946,8781,0,1,0.3333333333333333,0.0,0,0,0,0.0,0.0,3,2,0,positive_high,size_q4,Education,"0,1,2",50
50,42,,42,39,712,5,21,3,45,5,fit,8784,79,0.0089936247723132,8784,79,1,1.0,0.0089936247723132,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q3,Education,0,50
50,42,,42,40,438,3,21,8,137,15,early_stop,8782,0,0.0,8782,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Public services,0,50
50,42,,42,41,586,4,21,3,45,7,fit,8783,0,0.0,8783,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Public services,0,50
50,42,,42,42,1334,15,21,4,62,1,fit,14761,1,6.774608766343743e-05,7472,0,1,0.5061987670212045,0.0,7289,1,1,0.4938012329787954,0.000137193030594,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,1,0,positive_low,size_q3,Office,"0,1",50
50,42,,42,43,996,9,21,4,62,14,fit,26329,1050,0.0398799802499145,8768,215,1,0.3330168255535721,0.0245209854014598,8779,217,1,0.3334346158228569,0.0247180772297528,8782,618,1,0.3335485586235709,0.0703712138465042,0,0,0,0.0,0.0,3,3,0,positive_mid,size_q4,Education,"0,1,2",50
50,42,,42,44,1174,13,21,5,77,13,fit,17568,682,0.0388205828779599,8784,6,1,0.5,0.0006830601092896,0,0,0,0.0,0.0,8784,676,1,0.5,0.0769581056466302,0,0,0,0.0,0.0,2,2,0,positive_mid,size_q4,Other,"0,2",50
50,42,,42,45,132,1,21,2,25,9,early_stop,8784,6,0.0006830601092896,8784,6,1,1.0,0.0006830601092896,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q2,Lodging/residential,0,50
50,42,,42,46,418,3,21,9,137,15,fit,8782,0,0.0,8782,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Entertainment/public assembly,0,50
50,42,,42,47,98,0,21,4,53,0,fit,14063,4266,0.30334921425016,8784,3378,1,0.624617791367418,0.3845628415300546,5279,888,1,0.3753822086325819,0.1682136768327334,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Lodging/residential,"0,1",50
50,42,,42,48,220,2,21,5,68,11,fit,26348,212,0.008046151510551,8782,54,1,0.3333080309700926,0.0061489410157139,8784,5,1,0.3333839380598148,0.0005692167577413,0,0,0,0.0,0.0,8782,153,1,0.3333080309700926,0.0174219995445228,3,3,0,positive_mid,size_q4,Education,"0,1,3",50
50,42,,42,49,764,6,21,2,22,2,fit,17558,3,0.0001708622849982,8782,0,1,0.5001708622849983,0.0,0,0,0,0.0,0.0,8776,3,1,0.4998291377150017,0.000341841385597,0,0,0,0.0,0.0,2,1,0,positive_low,size_q3,Education,"0,2",50
50,42,,42,50,1272,14,21,4,51,8,early_stop,26260,5629,0.2143564356435643,8784,867,1,0.3345011424219345,0.0987021857923497,8692,3659,1,0.330997715156131,0.4209618039576622,0,0,0,0.0,0.0,8784,1103,1,0.3345011424219345,0.1255692167577413,3,3,0,positive_high,size_q4,Public services,"0,1,3",50
50,42,,42,51,318,3,21,10,137,15,fit,8734,0,0.0,8734,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q1,Office,0,100
50,42,,42,52,1104,13,21,6,77,13,fit,26352,2399,0.0910367334547662,8784,3,1,0.3333333333333333,0.0003415300546448,8784,2393,1,0.3333333333333333,0.2724271402550091,8784,3,1,0.3333333333333333,0.0003415300546448,0,0,0,0.0,0.0,3,3,0,positive_high,size_q4,Public services,"0,1,2",100
50,42,,42,53,810,8,21,3,35,12,fit,8255,0,0.0,8255,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q1,Entertainment/public assembly,0,100
50,42,,42,54,1404,15,21,5,62,1,fit,14803,505,0.0341147064784165,7471,0,1,0.5046949942579206,0.0,7332,505,1,0.4953050057420793,0.0688761593016912,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,1,0,positive_mid,size_q3,Lodging/residential,"0,1",100
50,42,,42,55,924,9,21,5,62,14,early_stop,26304,741,0.0281706204379562,8762,255,1,0.3331052311435523,0.0291029445332115,8767,231,1,0.3332953163017031,0.0263488080301129,8775,255,1,0.3335994525547445,0.029059829059829,0,0,0,0.0,0.0,3,3,0,positive_mid,size_q4,Entertainment/public assembly,"0,1,2",100
50,42,,42,56,530,3,21,11,137,15,fit,8782,0,0.0,8782,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Public services,0,100
50,42,,42,57,698,5,21,4,45,5,fit,8784,46,0.0052367941712204,8784,46,1,1.0,0.0052367941712204,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q3,Education,0,100
50,42,,42,58,636,4,21,4,45,7,fit,8778,0,0.0,8778,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q1,Education,0,100
50,42,,42,59,164,2,21,6,68,11,fit,8737,12,0.0013734691541719,8737,12,1,1.0,0.0013734691541719,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q1,Warehouse/storage,0,100
50,42,,42,60,1068,12,21,2,18,4,early_stop,8784,302,0.0343806921675774,8784,302,1,1.0,0.0343806921675774,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q3,Education,0,100
50,42,,42,61,420,3,21,12,137,15,fit,2327,0,0.0,2327,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q1,Public services,0,100
50,42,,42,62,1188,13,21,7,77,13,fit,8784,5,0.0005692167577413,8784,5,1,1.0,0.0005692167577413,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q3,Office,0,100
50,42,,42,63,104,0,21,5,53,0,fit,8784,3378,0.3845628415300546,8784,3378,1,1.0,0.3845628415300546,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Office,0,100
50,42,,42,64,1282,14,21,5,51,8,fit,8784,183,0.0208333333333333,8784,183,1,1.0,0.0208333333333333,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q3,Healthcare,0,100
50,42,,42,65,1436,15,21,6,62,1,early_stop,14940,0,0.0,7472,0,1,0.5001338688085676,0.0,0,0,0,0.0,0.0,7468,0,1,0.4998661311914324,0.0,0,0,0,0.0,0.0,2,0,1,zero,size_q3,Manufacturing/industrial,"0,2",100
50,42,,42,66,932,9,21,6,62,14,fit,26316,2722,0.1034351725186198,8766,241,1,0.3331053351573187,0.0274925849874515,8769,237,1,0.333219334245326,0.027027027027027,8781,2244,1,0.3336753305973552,0.2555517594806969,0,0,0,0.0,0.0,3,3,0,positive_high,size_q4,Lodging/residential,"0,1,2",100
50,42,,42,67,360,3,21,13,137,15,fit,8758,16,0.0018269011189769,8758,16,1,1.0,0.0018269011189769,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q1,Education,0,100
50,42,,42,68,1004,10,21,2,15,10,fit,8573,36,0.0041992301411407,8573,36,1,1.0,0.0041992301411407,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q1,Education,0,100
50,42,,42,69,182,2,21,7,68,11,fit,8403,32,0.0038081637510412,8403,32,1,1.0,0.0038081637510412,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q1,Entertainment/public assembly,0,100
50,42,,42,70,1086,13,21,8,77,13,early_stop,17568,6,0.0003415300546448,8784,3,1,0.5,0.0003415300546448,0,0,0,0.0,0.0,8784,3,1,0.5,0.0003415300546448,0,0,0,0.0,0.0,2,2,0,positive_low,size_q3,Office,"0,2",100
50,42,,42,71,112,1,21,3,25,9,fit,17563,5714,0.3253430507316517,8784,5472,1,0.5001423447019302,0.6229508196721312,0,0,0,0.0,0.0,0,0,0,0.0,0.0,8779,242,1,0.4998576552980698,0.0275657819797243,2,2,0,positive_high,size_q3,Education,"0,3",100
50,42,,42,72,380,3,21,14,137,15,fit,8758,0,0.0,8758,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q1,Education,0,100
50,42,,42,73,694,5,21,5,45,5,fit,8784,97,0.0110428051001821,8784,97,1,1.0,0.0110428051001821,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q3,Education,0,100
50,42,,42,74,566,4,21,5,45,7,fit,8624,2,0.0002319109461966,8624,2,1,1.0,0.0002319109461966,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q1,Education,0,100
50,42,,42,75,848,8,21,4,35,12,early_stop,8351,2279,0.272901448928272,8351,2279,1,1.0,0.272901448928272,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q1,Office,0,100
50,42,,42,76,66,0,21,6,53,0,fit,8784,3381,0.3849043715846995,8784,3381,1,1.0,0.3849043715846995,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Lodging/residential,0,100
50,42,,42,77,1368,15,21,7,62,1,fit,14794,0,0.0,7468,0,1,0.5047992429363255,0.0,7326,0,1,0.4952007570636744,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,0,1,zero,size_q3,Entertainment/public assembly,"0,1",100
50,42,,42,78,426,3,21,15,137,15,fit,8782,1,0.0001138692780687,8782,1,1,1.0,0.0001138692780687,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q2,Education,0,100
50,42,,42,79,982,9,21,7,62,14,fit,8765,238,0.0271534512264689,8765,238,1,1.0,0.0271534512264689,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q1,Services,0,100
50,42,,42,80,1288,14,21,6,51,8,early_stop,25418,1273,0.0500826186167283,8782,302,1,0.3455031867180738,0.0343885219767706,8784,897,1,0.3455818711149579,0.1021174863387978,7852,74,1,0.3089149421669683,0.0094243504839531,0,0,0,0.0,0.0,3,3,0,positive_high,size_q4,Education,"0,1,2",100
50,42,,42,81,1216,13,21,9,77,13,fit,17568,342,0.0194672131147541,8784,4,1,0.5,0.000455373406193,8784,338,1,0.5,0.0384790528233151,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_mid,size_q4,Office,"0,1",100
50,42,,42,82,194,2,21,8,68,11,fit,17562,0,0.0,8781,0,1,0.5,0.0,8781,0,1,0.5,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,0,1,zero,size_q3,Office,"0,1",100
50,42,,42,83,516,3,21,16,137,15,fit,8782,5,0.0005693463903438,8782,5,1,1.0,0.0005693463903438,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q2,Public services,0,100
50,42,,42,84,778,6,21,3,22,2,fit,16860,7251,0.4300711743772242,8775,3,1,0.5204626334519573,0.0003418803418803,8085,7248,1,0.4795373665480427,0.8964749536178107,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Entertainment/public assembly,"0,1",100
50,42,,42,85,1032,11,21,1,3,6,early_stop,26346,2,7.591285204585137e-05,8782,1,1,0.3333333333333333,0.0001138692780687,8782,0,1,0.3333333333333333,0.0,0,0,0,0.0,0.0,8782,1,1,0.3333333333333333,0.0001138692780687,3,2,0,positive_low,size_q4,Education,"0,1,3",100
50,42,,42,86,1386,15,21,8,62,1,fit,22249,67,0.0030113712975864,7457,0,1,0.335161130837341,0.0,7332,5,1,0.3295429008045305,0.0006819421713038,7460,62,1,0.3352959683581284,0.0083109919571045,0,0,0,0.0,0.0,3,2,0,positive_low,size_q4,Entertainment/public assembly,"0,1,2",100
50,42,,42,87,994,9,21,8,62,14,fit,26328,2874,0.1091613491340018,8777,1487,1,0.3333713157095108,0.1694200751965364,8771,370,1,0.3331434214524461,0.0421844715539847,8780,1017,1,0.3334852628380431,0.1158314350797266,0,0,0,0.0,0.0,3,3,0,positive_high,size_q4,Education,"0,1,2",100
50,42,,42,88,382,3,21,17,137,15,fit,8758,1,0.000114181319936,8758,1,1,1.0,0.000114181319936,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q1,Education,0,100
50,42,,42,89,666,5,21,6,45,5,fit,8784,73,0.0083105646630236,8784,73,1,1.0,0.0083105646630236,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q3,Entertainment/public assembly,0,100
50,42,,42,90,616,4,21,6,45,7,early_stop,8783,0,0.0,8783,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Education,0,100
50,42,,42,91,1092,13,21,10,77,13,fit,26294,9,0.000342283410664,8783,2,1,0.3340305773180193,0.0002277126266651,8769,3,1,0.3334981364569864,0.0003421142661648,8742,4,1,0.3324712862249943,0.0004575611988103,0,0,0,0.0,0.0,3,3,0,positive_low,size_q4,Office,"0,1,2",100
50,42,,42,92,2,0,21,7,53,0,fit,8784,3378,0.3845628415300546,8784,3378,1,1.0,0.3845628415300546,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Education,0,100
50,42,,42,93,286,2,21,9,68,11,fit,17566,58,0.0033018330866446,8783,36,1,0.5,0.0040988272799726,8783,22,1,0.5,0.0025048388933166,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_low,size_q3,Lodging/residential,"0,1",100
50,42,,42,94,492,3,21,18,137,15,fit,8542,96,0.0112385858112854,8542,96,1,1.0,0.0112385858112854,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q1,Education,0,100
50,42,,42,95,1318,14,21,7,51,8,early_stop,26138,1313,0.0502333766929374,8570,174,1,0.3278751243400413,0.0203033838973162,8784,944,1,0.3360624378299793,0.1074681238615664,0,0,0,0.0,0.0,8784,195,1,0.3360624378299793,0.0221994535519125,3,3,0,positive_high,size_q4,Entertainment/public assembly,"0,1,3",100
50,42,,42,96,854,8,21,5,35,12,fit,8519,432,0.050710177250851,8519,432,1,1.0,0.050710177250851,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q1,Entertainment/public assembly,0,100
50,42,,42,97,1036,12,21,3,18,4,fit,8784,2,0.0002276867030965,8784,2,1,1.0,0.0002276867030965,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q3,Office,0,100
50,42,,42,98,472,3,21,19,137,15,fit,8782,1,0.0001138692780687,8782,1,1,1.0,0.0001138692780687,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q2,Education,0,100
50,42,,42,99,1196,13,21,11,77,13,fit,17568,6,0.0003415300546448,8784,3,1,0.5,0.0003415300546448,8784,3,1,0.5,0.0003415300546448,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_low,size_q4,Entertainment/public assembly,"0,1",100
