building_id,site_id,rows,anomalies,anomaly_rate,meter_0_rows,meter_0_anomalies,meter_0_present,meter_0_row_share,meter_0_anomaly_rate,meter_1_rows,meter_1_anomalies,meter_1_present,meter_1_row_share,meter_1_anomaly_rate,meter_2_rows,meter_2_anomalies,meter_2_present,meter_2_row_share,meter_2_anomaly_rate,meter_3_rows,meter_3_anomalies,meter_3_present,meter_3_row_share,meter_3_anomaly_rate,meter_count,anomaly_meter_count,zero_anomaly,anomaly_bin,size_bin,primary_use
48,0,7371,1974,0.2678062678062678,7371,1974,1,1.0,0.2678062678062678,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q1,Other
50,0,13931,3379,0.2425525805756944,8784,3378,1,0.63053621419855,0.3845628415300546,5147,1,1,0.36946378580145,0.0001942879347192,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Other
52,0,8784,3378,0.3845628415300546,8784,3378,1,1.0,0.3845628415300546,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Education
54,0,8784,3381,0.3849043715846995,8784,3381,1,1.0,0.3849043715846995,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Education
56,0,8784,3378,0.3845628415300546,8784,3378,1,1.0,0.3845628415300546,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Lodging/residential
58,0,8784,3378,0.3845628415300546,8784,3378,1,1.0,0.3845628415300546,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Lodging/residential
60,0,16052,4823,0.3004610017443309,8784,3378,1,0.5472215300274109,0.3845628415300546,7268,1445,1,0.4527784699725891,0.1988167308750688,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Education
62,0,8784,3380,0.3847905282331512,8784,3380,1,1.0,0.3847905282331512,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Lodging/residential
64,0,8784,3380,0.3847905282331512,8784,3380,1,1.0,0.3847905282331512,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Lodging/residential
66,0,8784,3381,0.3849043715846995,8784,3381,1,1.0,0.3849043715846995,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Lodging/residential
68,0,8784,3384,0.3852459016393442,8784,3384,1,1.0,0.3852459016393442,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Parking
70,0,8784,3378,0.3845628415300546,8784,3378,1,1.0,0.3845628415300546,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Parking
72,0,8784,3378,0.3845628415300546,8784,3378,1,1.0,0.3845628415300546,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Parking
74,0,8784,3381,0.3849043715846995,8784,3381,1,1.0,0.3849043715846995,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Parking
76,0,16053,3381,0.2106148383479723,8784,3380,1,0.547187441599701,0.3847905282331512,7269,1,1,0.452812558400299,0.0001375705048837,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Education
78,0,16052,3446,0.2146772987789683,8784,3445,1,0.5472215300274109,0.3921903460837887,7268,1,1,0.4527784699725891,0.0001375894331315,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Education
80,0,8784,3380,0.3847905282331512,8784,3380,1,1.0,0.3847905282331512,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Office
82,0,16053,3381,0.2106148383479723,8784,3380,1,0.547187441599701,0.3847905282331512,7269,1,1,0.452812558400299,0.0001375705048837,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Office
84,0,8784,3379,0.3846766848816029,8784,3379,1,1.0,0.3846766848816029,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Office
86,0,8784,3382,0.3850182149362477,8784,3382,1,1.0,0.3850182149362477,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Education
88,0,8784,3379,0.3846766848816029,8784,3379,1,1.0,0.3846766848816029,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Entertainment/public assembly
90,0,8784,3381,0.3849043715846995,8784,3381,1,1.0,0.3849043715846995,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Lodging/residential
92,0,16053,3379,0.2104902510434186,8784,3378,1,0.547187441599701,0.3845628415300546,7269,1,1,0.452812558400299,0.0001375705048837,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Office
94,0,8784,3450,0.3927595628415301,8784,3450,1,1.0,0.3927595628415301,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Education
96,0,15717,3394,0.2159445186740472,8784,3378,1,0.5588852834510403,0.3845628415300546,6933,16,1,0.4411147165489597,0.0023078032597721,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Lodging/residential
98,0,14063,4266,0.30334921425016,8784,3378,1,0.624617791367418,0.3845628415300546,5279,888,1,0.3753822086325819,0.1682136768327334,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Lodging/residential
100,0,8784,3378,0.3845628415300546,8784,3378,1,1.0,0.3845628415300546,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Lodging/residential
102,0,8784,3380,0.3847905282331512,8784,3380,1,1.0,0.3847905282331512,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Office
104,0,8784,3378,0.3845628415300546,8784,3378,1,1.0,0.3845628415300546,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Office
106,1,17564,7534,0.4289455704850831,8784,7315,1,0.5001138692780688,0.832764116575592,0,0,0,0.0,0.0,0,0,0,0.0,0.0,8780,219,1,0.4998861307219312,0.0249430523917995,2,2,0,positive_high,size_q3,Education
108,1,8784,2008,0.2285974499089253,8784,2008,1,1.0,0.2285974499089253,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Education
110,1,8784,2433,0.2769808743169399,8784,2433,1,1.0,0.2769808743169399,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Education
112,1,17563,5714,0.3253430507316517,8784,5472,1,0.5001423447019302,0.6229508196721312,0,0,0,0.0,0.0,0,0,0,0.0,0.0,8779,242,1,0.4998576552980698,0.0275657819797243,2,2,0,positive_high,size_q3,Education
114,1,17568,1902,0.1082650273224043,8784,1858,1,0.5,0.2115209471766848,0,0,0,0.0,0.0,0,0,0,0.0,0.0,8784,44,1,0.5,0.0050091074681238,2,2,0,positive_high,size_q3,Education
116,1,8784,75,0.0085382513661202,8784,75,1,1.0,0.0085382513661202,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q2,Education
118,1,8784,110,0.0125227686703096,8784,110,1,1.0,0.0125227686703096,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q2,Education
120,1,8784,1702,0.1937613843351548,8784,1702,1,1.0,0.1937613843351548,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Education
122,1,8784,10,0.0011384335154826,8784,10,1,1.0,0.0011384335154826,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q2,Education
124,1,8784,57,0.0064890710382513,8784,57,1,1.0,0.0064890710382513,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q2,Education
126,1,8784,6,0.0006830601092896,8784,6,1,1.0,0.0006830601092896,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q2,Education
128,1,8784,6,0.0006830601092896,8784,6,1,1.0,0.0006830601092896,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q2,Lodging/residential
130,1,8784,6,0.0006830601092896,8784,6,1,1.0,0.0006830601092896,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q2,Lodging/residential
132,1,8784,6,0.0006830601092896,8784,6,1,1.0,0.0006830601092896,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q2,Lodging/residential
134,1,8784,6,0.0006830601092896,8784,6,1,1.0,0.0006830601092896,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q2,Lodging/residential
136,1,8784,1886,0.2147085610200364,8784,1886,1,1.0,0.2147085610200364,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Lodging/residential
138,1,17564,2991,0.170291505351856,8784,2284,1,0.5001138692780688,0.2600182149362477,0,0,0,0.0,0.0,0,0,0,0.0,0.0,8780,707,1,0.4998861307219312,0.0805239179954441,2,2,0,positive_high,size_q3,Public services
140,1,8784,2030,0.2311020036429872,8784,2030,1,1.0,0.2311020036429872,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Office
142,1,8784,2357,0.2683287795992714,8784,2357,1,1.0,0.2683287795992714,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Office
144,1,17567,5691,0.3239596971594466,8784,5581,1,0.5000284624580179,0.6353597449908925,0,0,0,0.0,0.0,0,0,0,0.0,0.0,8783,110,1,0.4999715375419821,0.0125241944665831,2,2,0,positive_high,size_q3,Office
146,1,8784,6,0.0006830601092896,8784,6,1,1.0,0.0006830601092896,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q2,Office
148,1,8784,160,0.0182149362477231,8784,160,1,1.0,0.0182149362477231,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q2,Office
150,1,8784,9,0.0010245901639344,8784,9,1,1.0,0.0010245901639344,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q3,Office
152,1,8782,1930,0.2197677066727397,8782,1930,1,1.0,0.2197677066727397,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Office
154,1,8784,9,0.0010245901639344,8784,9,1,1.0,0.0010245901639344,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q3,Office
156,2,8783,39,0.0044403962199703,8783,39,1,1.0,0.0044403962199703,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_mid,size_q2,Public services
158,2,8783,0,0.0,8783,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Office
160,2,8610,0,0.0,8610,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q1,Entertainment/public assembly
162,2,17565,1266,0.0720751494449188,8783,0,1,0.5000284656988329,0.0,8782,1266,1,0.4999715343011671,0.1441585060350717,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,1,0,positive_high,size_q3,Education
164,2,8737,12,0.0013734691541719,8737,12,1,1.0,0.0013734691541719,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q1,Warehouse/storage
166,2,26349,75,0.0028464078333143,8783,0,1,0.3333333333333333,0.0,8783,3,1,0.3333333333333333,0.0003415689399977,0,0,0,0.0,0.0,8783,72,1,0.3333333333333333,0.0081976545599453,3,2,0,positive_low,size_q4,Lodging/residential
168,2,26332,135,0.0051268418654109,8783,29,1,0.3335485341029925,0.0033018330866446,8783,0,1,0.3335485341029925,0.0,0,0,0,0.0,0.0,8766,106,1,0.3329029317940148,0.0120921743098334,3,2,0,positive_mid,size_q4,Education
170,2,17566,7,0.000398497096664,8783,7,1,0.5,0.000796994193328,8783,0,1,0.5,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,1,0,positive_low,size_q3,Retail
172,2,17566,418,0.023795969486508,8783,18,1,0.5,0.0020494136399863,8783,400,1,0.5,0.0455425253330297,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_mid,size_q3,Office
174,2,17562,17,0.000967999088942,8781,17,1,0.5,0.001935998177884,8781,0,1,0.5,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,1,0,positive_low,size_q3,Education
176,2,26349,3443,0.1306690956013511,8783,0,1,0.3333333333333333,0.0,8783,0,1,0.3333333333333333,0.0,0,0,0,0.0,0.0,8783,3443,1,0.3333333333333333,0.3920072868040533,3,1,0,positive_high,size_q4,Education
178,2,17562,5,0.0002847056143947,8781,5,1,0.5,0.0005694112287894,8781,0,1,0.5,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,1,0,positive_low,size_q3,Office
180,2,17562,15289,0.8705728276961622,8781,7644,1,0.5,0.8705158865732833,8781,7645,1,0.5,0.8706297688190411,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Education
182,2,8403,32,0.0038081637510412,8403,32,1,1.0,0.0038081637510412,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q1,Entertainment/public assembly
184,2,24171,0,0.0,8781,0,1,0.363286583095445,0.0,6609,0,1,0.2734268338091101,0.0,0,0,0,0.0,0.0,8781,0,1,0.363286583095445,0.0,3,0,1,zero,size_q4,Education
186,2,8781,759,0.0864366245302357,8781,759,1,1.0,0.0864366245302357,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q1,Religious worship
188,2,17562,1982,0.1128573055460653,8781,191,1,0.5,0.0217515089397562,8781,1791,1,0.5,0.2039631021523744,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_high,size_q3,Office
190,2,26343,1317,0.0499943058877121,8781,137,1,0.3333333333333333,0.0156018676688304,8781,1180,1,0.3333333333333333,0.1343810499943059,0,0,0,0.0,0.0,8781,0,1,0.3333333333333333,0.0,3,2,0,positive_high,size_q4,Education
192,2,26151,5881,0.2248862376199762,8781,40,1,0.3357806584834232,0.0045552898303154,8781,5676,1,0.3357806584834232,0.6463956269217629,0,0,0,0.0,0.0,8589,165,1,0.3284386830331536,0.0192106182326231,3,3,0,positive_high,size_q4,Education
194,2,17562,0,0.0,8781,0,1,0.5,0.0,8781,0,1,0.5,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,0,1,zero,size_q3,Office
196,2,8781,19,0.0021637626693998,8781,19,1,1.0,0.0021637626693998,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q1,Entertainment/public assembly
198,2,17562,245,0.013950575105341,8781,26,1,0.5,0.002960938389705,8781,219,1,0.5,0.0249402118209771,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_mid,size_q3,Office
200,2,26343,7160,0.2717989598754887,8781,32,1,0.3333333333333333,0.0036442318642523,8781,70,1,0.3333333333333333,0.007971757203052,0,0,0,0.0,0.0,8781,7058,1,0.3333333333333333,0.8037808905591618,3,3,0,positive_high,size_q4,Entertainment/public assembly
202,2,25896,202,0.0078004324992276,8781,28,1,0.3390871177015755,0.0031887028812208,8781,0,1,0.3390871177015755,0.0,0,0,0,0.0,0.0,8334,174,1,0.3218257645968489,0.0208783297336213,3,2,0,positive_mid,size_q4,Lodging/residential
204,2,17562,34,0.001935998177884,8781,34,1,0.5,0.0038719963557681,8781,0,1,0.5,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,1,0,positive_low,size_q3,Lodging/residential
206,2,26344,743,0.0282037655633161,8781,43,1,0.3333206802307926,0.0048969365675891,8782,440,1,0.3333586395384148,0.0501024823502619,0,0,0,0.0,0.0,8781,260,1,0.3333206802307926,0.0296093838970504,3,3,0,positive_mid,size_q4,Public services
208,2,17545,17,0.0009689370190937,8762,17,1,0.4994015388999715,0.0019401963022141,8783,0,1,0.5005984611000285,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,1,0,positive_low,size_q3,Healthcare
210,2,26343,33,0.0012527047033367,8781,33,1,0.3333333333333333,0.0037581141100102,8781,0,1,0.3333333333333333,0.0,0,0,0,0.0,0.0,8781,0,1,0.3333333333333333,0.0,3,1,0,positive_low,size_q4,Education
212,2,26332,441,0.0167476834270089,8781,69,1,0.3334725808901717,0.0078578749572941,8781,3,1,0.3334725808901717,0.0003416467372736,0,0,0,0.0,0.0,8770,369,1,0.3330548382196567,0.0420752565564424,3,3,0,positive_mid,size_q4,Education
214,2,17562,218,0.0124131647876096,8781,218,1,0.5,0.0248263295752192,8781,0,1,0.5,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,1,0,positive_mid,size_q3,Education
216,2,26347,3617,0.1372831821459748,8782,0,1,0.3333206816715375,0.0,8783,0,1,0.3333586366569249,0.0,0,0,0,0.0,0.0,8782,3617,1,0.3333206816715375,0.4118651787747666,3,1,0,positive_high,size_q4,Education
218,2,8782,7646,0.8706445001138693,8782,7646,1,1.0,0.8706445001138693,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_high,size_q2,Public services
220,2,26348,212,0.008046151510551,8782,54,1,0.3333080309700926,0.0061489410157139,8784,5,1,0.3333839380598148,0.0005692167577413,0,0,0,0.0,0.0,8782,153,1,0.3333080309700926,0.0174219995445228,3,3,0,positive_mid,size_q4,Education
222,2,17548,9,0.0005128789605653,8782,9,1,0.5004558924093914,0.0010248235026189,8766,0,1,0.4995441075906086,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,1,0,positive_low,size_q3,Entertainment/public assembly
224,2,26346,45,0.0017080391710316,8782,45,1,0.3333333333333333,0.0051241175130949,8782,0,1,0.3333333333333333,0.0,0,0,0,0.0,0.0,8782,0,1,0.3333333333333333,0.0,3,1,0,positive_low,size_q4,Education
226,2,26346,23,0.0008729977985272,8782,23,1,0.3333333333333333,0.0026189933955818,8782,0,1,0.3333333333333333,0.0,0,0,0,0.0,0.0,8782,0,1,0.3333333333333333,0.0,3,1,0,positive_low,size_q4,Office
228,2,26346,8340,0.3165565930312002,8782,21,1,0.3333333333333333,0.0023912548394443,8782,1030,1,0.3333333333333333,0.1172853564108403,0,0,0,0.0,0.0,8782,7289,1,0.3333333333333333,0.8299931678433159,3,3,0,positive_high,size_q4,Lodging/residential
230,2,8782,0,0.0,8782,0,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,0,1,zero,size_q2,Education
232,2,17564,20,0.0011386927806877,8782,20,1,0.5,0.0022773855613755,0,0,0,0.0,0.0,0,0,0,0.0,0.0,8782,0,1,0.5,0.0,2,1,0,positive_low,size_q3,Entertainment/public assembly
234,2,26346,0,0.0,8782,0,1,0.3333333333333333,0.0,8782,0,1,0.3333333333333333,0.0,0,0,0,0.0,0.0,8782,0,1,0.3333333333333333,0.0,3,0,1,zero,size_q4,Education
236,2,26346,2398,0.0910195096029757,8782,28,1,0.3333333333333333,0.0031883397859257,8782,1393,1,0.3333333333333333,0.1586199043498064,0,0,0,0.0,0.0,8782,977,1,0.3333333333333333,0.1112502846731951,3,3,0,positive_high,size_q4,Entertainment/public assembly
238,2,17564,394,0.022432247779549,8782,39,1,0.5,0.0044409018446823,8782,355,1,0.5,0.0404235937144158,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,2,0,positive_mid,size_q3,Office
240,2,26346,366,0.0138920519243907,8782,58,1,0.3333333333333333,0.006604418127989,8782,229,1,0.3333333333333333,0.0260760646777499,0,0,0,0.0,0.0,8782,79,1,0.3333333333333333,0.0089956729674333,3,3,0,positive_mid,size_q4,Lodging/residential
242,2,8782,1,0.0001138692780687,8782,1,1,1.0,0.0001138692780687,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,0,positive_low,size_q2,Parking
244,2,26346,2147,0.0814924466712214,8782,29,1,0.3333333333333333,0.0033022090639945,8782,0,1,0.3333333333333333,0.0,0,0,0,0.0,0.0,8782,2118,1,0.3333333333333333,0.2411751309496697,3,2,0,positive_high,size_q4,Education
246,2,26346,290,0.0110073635466484,8782,42,1,0.3333333333333333,0.0047825096788886,8782,3,1,0.3333333333333333,0.0003416078342063,0,0,0,0.0,0.0,8782,245,1,0.3333333333333333,0.0278979731268503,3,3,0,positive_mid,size_q4,Office
248,2,26346,2329,0.0884005162073939,8782,693,1,0.3333333333333333,0.0789114097016625,8782,297,1,0.3333333333333333,0.0338191755864267,0,0,0,0.0,0.0,8782,1339,1,0.3333333333333333,0.1524709633340924,3,3,0,positive_high,size_q4,Education
