building_seed,K,building_id,selected_rows,selected_anomalies,selected_normals,selected_anomaly_rate
44,10,922,589,142,447,0.24108658743633277
44,10,26,761,673,88,0.8843626806833115
44,10,1224,553,79,474,0.14285714285714285
44,10,324,153,0,153,0.0
44,10,628,150,0,150,0.0
44,10,668,192,39,153,0.203125
44,20,514,158,0,158,0.0
44,20,1166,165,1,164,0.006060606060606061
44,20,192,2225,1878,347,0.8440449438202248
44,20,1350,974,608,366,0.6242299794661191
44,20,922,660,213,447,0.32272727272727275
44,20,26,1137,1049,88,0.9226033421284081
44,20,1224,611,137,474,0.22422258592471359
44,20,324,153,0,153,0.0
44,20,628,150,0,150,0.0
44,20,668,222,69,153,0.3108108108108108
44,20,806,209,58,151,0.27751196172248804
44,20,148,190,41,149,0.21578947368421053
44,20,416,157,0,157,0.0
44,20,1176,1148,691,457,0.6019163763066202
44,20,750,611,148,463,0.24222585924713586
44,20,234,518,0,518,0.0
44,20,1432,120,1,119,0.008333333333333333
44,20,970,256,105,151,0.41015625
44,20,304,195,0,195,0.0
44,20,1036,141,1,140,0.0070921985815602835
44,50,514,174,0,174,0.0
44,50,1166,184,1,183,0.005434782608695652
44,50,192,2269,1878,391,0.8276773909211106
44,50,1350,1014,608,406,0.5996055226824457
44,50,922,725,213,512,0.29379310344827586
44,50,26,1151,1049,102,0.9113814074717637
44,50,1224,650,137,513,0.21076923076923076
44,50,324,172,0,172,0.0
44,50,628,160,0,160,0.0
44,50,668,236,69,167,0.2923728813559322
44,50,806,225,58,167,0.2577777777777778
44,50,148,208,41,167,0.1971153846153846
44,50,416,175,0,175,0.0
44,50,1176,1196,691,505,0.5777591973244147
44,50,750,666,148,518,0.2222222222222222
44,50,234,589,0,589,0.0
44,50,1432,134,1,133,0.007462686567164179
44,50,970,275,105,170,0.38181818181818183
44,50,304,216,0,216,0.0
44,50,1036,158,1,157,0.006329113924050633
44,50,104,898,793,105,0.8830734966592427
44,50,1314,400,239,161,0.5975
44,50,1004,185,10,175,0.05405405405405406
44,50,1190,182,3,179,0.016483516483516484
44,50,488,174,0,174,0.0
44,50,640,191,0,191,0.0
44,50,662,181,19,162,0.10497237569060773
44,50,242,196,0,196,0.0
44,50,1440,128,0,128,0.0
44,50,546,162,0,162,0.0
44,50,966,700,169,531,0.24142857142857144
44,50,850,214,63,151,0.29439252336448596
44,50,1128,256,63,193,0.24609375
44,50,96,1046,808,238,0.7724665391969407
44,50,392,197,0,197,0.0
44,50,1310,750,237,513,0.316
44,50,270,283,4,279,0.014134275618374558
44,50,794,593,46,547,0.0775716694772344
44,50,622,171,0,171,0.0
44,50,376,152,18,134,0.11842105263157894
44,50,696,216,20,196,0.09259259259259259
44,50,1376,294,0,294,0.0
44,50,990,470,136,334,0.28936170212765955
44,50,1160,1941,1750,191,0.9015971148892323
44,50,128,160,3,157,0.01875
44,50,486,169,6,163,0.03550295857988166
44,50,32,936,816,120,0.8717948717948718
44,50,218,1972,1951,21,0.9893509127789046
44,50,766,546,192,354,0.3516483516483517
44,50,1286,660,154,506,0.23333333333333334
44,100,514,174,0,174,0.0
44,100,1166,184,1,183,0.005434782608695652
44,100,192,2269,1878,391,0.8276773909211106
44,100,1350,1014,608,406,0.5996055226824457
44,100,922,725,213,512,0.29379310344827586
44,100,26,1151,1049,102,0.9113814074717637
44,100,1224,650,137,513,0.21076923076923076
44,100,324,172,0,172,0.0
44,100,628,160,0,160,0.0
44,100,668,236,69,167,0.2923728813559322
44,100,806,225,58,167,0.2577777777777778
44,100,148,208,41,167,0.1971153846153846
44,100,416,175,0,175,0.0
44,100,1176,1196,691,505,0.5777591973244147
44,100,750,666,148,518,0.2222222222222222
44,100,234,589,0,589,0.0
44,100,1432,134,1,133,0.007462686567164179
44,100,970,275,105,170,0.38181818181818183
44,100,304,216,0,216,0.0
44,100,1036,158,1,157,0.006329113924050633
44,100,104,1059,954,105,0.9008498583569405
44,100,1314,458,297,161,0.648471615720524
44,100,1004,187,12,175,0.06417112299465241
44,100,1190,182,3,179,0.016483516483516484
44,100,488,174,0,174,0.0
44,100,640,191,0,191,0.0
44,100,662,182,20,162,0.10989010989010989
44,100,242,196,0,196,0.0
44,100,1440,128,0,128,0.0
44,100,546,162,0,162,0.0
44,100,966,731,200,531,0.27359781121751026
44,100,850,227,76,151,0.33480176211453744
44,100,1128,269,76,193,0.2825278810408922
44,100,96,1199,961,238,0.8015012510425354
44,100,392,198,1,197,0.005050505050505051
44,100,1310,793,280,513,0.3530895334174023
44,100,270,283,4,279,0.014134275618374558
44,100,794,603,56,547,0.09286898839137644
44,100,622,171,0,171,0.0
44,100,376,157,23,134,0.1464968152866242
44,100,696,220,24,196,0.10909090909090909
44,100,1376,294,0,294,0.0
44,100,990,488,154,334,0.3155737704918033
44,100,1160,2261,2070,191,0.9155241043785936
44,100,128,160,3,157,0.01875
44,100,486,170,7,163,0.041176470588235294
44,100,32,1101,981,120,0.8910081743869209
44,100,218,2279,2258,21,0.9907854322071084
44,100,766,583,229,354,0.3927958833619211
44,100,1286,697,191,506,0.27403156384505023
44,100,434,167,0,167,0.0
44,100,1118,192,0,192,0.0
44,100,814,209,61,148,0.291866028708134
44,100,1372,142,0,142,0.0
44,100,916,731,224,507,0.3064295485636115
44,100,396,189,0,189,0.0
44,100,566,170,1,169,0.0058823529411764705
44,100,712,183,28,155,0.15300546448087432
44,100,254,885,403,482,0.4553672316384181
44,100,1060,151,1,150,0.006622516556291391
44,100,310,202,8,194,0.039603960396039604
44,100,1142,1130,846,284,0.7486725663716814
44,100,58,1149,1037,112,0.9025239338555265
44,100,1238,1449,1038,411,0.7163561076604554
44,100,1422,149,0,149,0.0
44,100,924,748,231,517,0.3088235294117647
44,100,544,176,0,176,0.0
44,100,1006,125,1,124,0.008
44,100,182,153,5,148,0.032679738562091505
44,100,1104,1157,719,438,0.6214347450302506
44,100,152,700,581,119,0.83
44,100,404,200,19,181,0.095
44,100,600,154,0,154,0.0
44,100,730,213,61,152,0.2863849765258216
44,100,818,244,88,156,0.36065573770491804
44,100,100,1118,1002,116,0.8962432915921288
44,100,1334,298,0,298,0.0
44,100,492,210,38,172,0.18095238095238095
44,100,896,721,180,541,0.24965325936199723
44,100,1258,1040,449,591,0.43173076923076925
44,100,1108,316,11,305,0.03481012658227848
44,100,176,1452,1003,449,0.690771349862259
44,100,440,168,1,167,0.005952380952380952
44,100,768,168,0,168,0.0
44,100,1032,490,2,488,0.004081632653061225
44,100,1434,267,0,267,0.0
44,100,370,186,0,186,0.0
44,100,910,719,250,469,0.3477051460361613
44,100,644,164,0,164,0.0
44,100,684,277,115,162,0.4151624548736462
44,100,1216,455,91,364,0.2
44,100,52,1074,964,110,0.8975791433891993
44,100,290,602,291,311,0.4833887043189369
44,100,338,180,0,180,0.0
44,100,1324,1641,1258,383,0.7666057282145033
44,100,852,234,94,140,0.4017094017094017
44,100,1040,156,0,156,0.0
44,100,308,171,0,171,0.0
44,100,1192,199,19,180,0.09547738693467336
44,100,1390,346,0,346,0.0
45,10,530,138,0,138,0.0
45,10,1098,693,337,356,0.4862914862914863
45,10,176,924,555,369,0.6006493506493507
45,10,996,569,170,399,0.29876977152899825
45,10,1424,245,8,237,0.0326530612244898
45,10,76,773,549,224,0.7102199223803364
45,10,1234,1210,869,341,0.7181818181818181
45,10,434,141,0,141,0.0
45,10,744,161,12,149,0.07453416149068323
45,10,606,146,0,146,0.0
45,20,530,164,0,164,0.0
45,20,1098,1058,604,454,0.5708884688090737
45,20,176,1438,995,443,0.691933240611961
45,20,996,793,314,479,0.39596469104665827
45,20,1424,291,15,276,0.05154639175257732
45,20,76,1249,983,266,0.7870296236989591
45,20,1234,1980,1594,386,0.805050505050505
45,20,434,165,0,165,0.0
45,20,744,196,22,174,0.11224489795918367
45,20,606,180,0,180,0.0
45,20,836,126,0,126,0.0
45,20,128,154,3,151,0.01948051948051948
45,20,346,173,0,173,0.0
45,20,1084,605,303,302,0.5008264462809917
45,20,786,186,52,134,0.27956989247311825
45,20,232,366,6,360,0.01639344262295082
45,20,892,271,107,164,0.3948339483394834
45,20,1378,286,2,284,0.006993006993006993
45,20,300,142,0,142,0.0
45,20,1052,177,0,177,0.0
45,50,530,170,0,170,0.0
45,50,1098,1076,604,472,0.5613382899628253
45,50,176,1447,995,452,0.6876295784381479
45,50,996,808,314,494,0.3886138613861386
45,50,1424,299,15,284,0.05016722408026756
45,50,76,1257,983,274,0.7820206841686556
45,50,1234,1996,1594,402,0.7985971943887775
45,50,434,169,0,169,0.0
45,50,744,200,22,178,0.11
45,50,606,185,0,185,0.0
45,50,836,130,0,130,0.0
45,50,128,158,3,155,0.0189873417721519
45,50,346,179,0,179,0.0
45,50,1084,620,303,317,0.48870967741935484
45,50,786,194,52,142,0.26804123711340205
45,50,232,385,6,379,0.015584415584415584
45,50,892,276,107,169,0.38768115942028986
45,50,1378,304,2,302,0.006578947368421052
45,50,300,149,0,149,0.0
45,50,1052,186,0,186,0.0
45,50,10,1076,968,108,0.8996282527881041
45,50,1310,766,271,495,0.3537859007832898
45,50,1010,242,50,192,0.2066115702479339
45,50,1070,371,3,368,0.008086253369272238
45,50,430,173,7,166,0.04046242774566474
45,50,674,217,31,186,0.14285714285714285
45,50,600,159,0,159,0.0
45,50,266,182,4,178,0.02197802197802198
45,50,938,217,62,155,0.2857142857142857
45,50,328,181,0,181,0.0
45,50,1408,284,0,284,0.0
45,50,810,151,0,151,0.0
45,50,1130,2113,1906,207,0.9020350212967345
45,50,68,1052,947,105,0.9001901140684411
45,50,372,160,0,160,0.0
45,50,1278,373,242,131,0.6487935656836461
45,50,184,468,0,468,0.0
45,50,796,772,269,503,0.3484455958549223
45,50,714,181,23,158,0.1270718232044199
45,50,496,178,0,178,0.0
45,50,622,167,0,167,0.0
45,50,914,682,190,492,0.2785923753665689
45,50,1434,276,0,276,0.0
45,50,1132,206,54,152,0.2621359223300971
45,50,134,190,2,188,0.010526315789473684
45,50,508,174,1,173,0.005747126436781609
45,50,98,1427,1228,199,0.8605466012613875
45,50,254,879,390,489,0.44368600682593856
45,50,760,212,0,212,0.0
45,50,1276,1283,852,431,0.6640685892439595
45,100,530,170,0,170,0.0
45,100,1098,1076,604,472,0.5613382899628253
45,100,176,1447,995,452,0.6876295784381479
45,100,996,808,314,494,0.3886138613861386
45,100,1424,299,15,284,0.05016722408026756
45,100,76,1257,983,274,0.7820206841686556
45,100,1234,1996,1594,402,0.7985971943887775
45,100,434,169,0,169,0.0
45,100,744,200,22,178,0.11
45,100,606,185,0,185,0.0
45,100,836,130,0,130,0.0
45,100,128,158,3,155,0.0189873417721519
45,100,346,179,0,179,0.0
45,100,1084,620,303,317,0.48870967741935484
45,100,786,194,52,142,0.26804123711340205
45,100,232,385,6,379,0.015584415584415584
45,100,892,276,107,169,0.38768115942028986
45,100,1378,304,2,302,0.006578947368421052
45,100,300,149,0,149,0.0
45,100,1052,186,0,186,0.0
45,100,10,1076,968,108,0.8996282527881041
45,100,1310,766,271,495,0.3537859007832898
45,100,1010,242,50,192,0.2066115702479339
45,100,1070,371,3,368,0.008086253369272238
45,100,430,173,7,166,0.04046242774566474
45,100,674,217,31,186,0.14285714285714285
45,100,600,159,0,159,0.0
45,100,266,182,4,178,0.02197802197802198
45,100,938,217,62,155,0.2857142857142857
45,100,328,181,0,181,0.0
45,100,1408,284,0,284,0.0
45,100,810,151,0,151,0.0
45,100,1130,2113,1906,207,0.9020350212967345
45,100,68,1052,947,105,0.9001901140684411
45,100,372,160,0,160,0.0
45,100,1278,373,242,131,0.6487935656836461
45,100,184,468,0,468,0.0
45,100,796,772,269,503,0.3484455958549223
45,100,714,181,23,158,0.1270718232044199
45,100,496,178,0,178,0.0
45,100,622,167,0,167,0.0
45,100,914,682,190,492,0.2785923753665689
45,100,1434,276,0,276,0.0
45,100,1132,206,54,152,0.2621359223300971
45,100,134,190,2,188,0.010526315789473684
45,100,508,174,1,173,0.005747126436781609
45,100,98,1427,1228,199,0.8605466012613875
45,100,254,879,390,489,0.44368600682593856
45,100,760,212,0,212,0.0
45,100,1276,1283,852,431,0.6640685892439595
45,100,380,145,0,145,0.0
45,100,1136,304,3,301,0.009868421052631578
45,100,822,248,93,155,0.375
45,100,958,578,158,420,0.27335640138408307
45,100,1360,298,27,271,0.09060402684563758
45,100,536,167,2,165,0.011976047904191617
45,100,664,153,16,137,0.10457516339869281
45,100,610,158,0,158,0.0
45,100,218,1775,1759,16,0.9909859154929578
45,100,1036,141,1,140,0.0070921985815602835
45,100,368,165,0,165,0.0
45,100,1106,345,3,342,0.008695652173913044
45,100,56,852,769,83,0.9025821596244131
45,100,1242,654,230,424,0.3516819571865443
45,100,976,604,155,449,0.25662251655629137
45,100,1348,389,16,373,0.04113110539845758
45,100,472,141,0,141,0.0
45,100,1022,2220,1928,292,0.8684684684684685
45,100,250,855,447,408,0.5228070175438596
45,100,1166,162,0,162,0.0
45,100,124,167,13,154,0.07784431137724551
45,100,458,147,3,144,0.02040816326530612
45,100,660,169,5,164,0.029585798816568046
45,100,616,151,0,151,0.0
45,100,858,180,45,135,0.25
45,100,66,824,741,83,0.8992718446601942
45,100,918,606,147,459,0.24257425742574257
45,100,488,149,0,149,0.0
45,100,1400,281,0,281,0.0
45,100,1244,1028,625,403,0.607976653696498
45,100,1162,476,3,473,0.0063025210084033615
45,100,168,484,27,457,0.05578512396694215
